"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"7474",39,"blue-collar","married","primary","no",0,"no","no","unknown",29,"may",191,5,-1,0,"unknown","no"
"23490",51,"management","married","secondary","no",1573,"no","no","cellular",28,"aug",72,18,-1,0,"unknown","no"
"31609",50,"management","married","tertiary","no",101,"yes","no","cellular",6,"apr",43,2,326,1,"failure","no"
"28811",53,"services","divorced","tertiary","no",329,"no","no","cellular",30,"jan",189,1,-1,0,"unknown","no"
"9071",37,"blue-collar","single","primary","no",0,"no","no","unknown",5,"jun",39,1,-1,0,"unknown","no"
"3902",41,"technician","single","secondary","no",28,"no","no","unknown",16,"may",51,1,-1,0,"unknown","no"
"31320",44,"management","married","tertiary","no",1058,"no","no","cellular",11,"mar",188,3,-1,0,"unknown","yes"
"30731",57,"unemployed","married","secondary","no",3030,"no","no","cellular",6,"feb",142,2,-1,0,"unknown","no"
"40811",53,"blue-collar","divorced","primary","no",4401,"no","no","telephone",11,"aug",254,1,-1,0,"unknown","yes"
"14014",33,"admin.","married","secondary","no",13160,"no","no","cellular",10,"jul",212,1,-1,0,"unknown","no"
"24901",51,"self-employed","married","tertiary","no",146,"no","no","cellular",18,"nov",150,2,126,3,"failure","no"
"31859",25,"admin.","single","tertiary","no",1420,"no","no","cellular",8,"apr",124,2,-1,0,"unknown","no"
"42505",72,"retired","married","secondary","no",1533,"no","no","cellular",16,"dec",546,2,-1,0,"unknown","yes"
"24402",39,"management","single","primary","no",0,"yes","yes","cellular",17,"nov",62,1,-1,0,"unknown","no"
"44444",53,"management","married","tertiary","no",3591,"yes","no","cellular",5,"aug",306,2,181,2,"other","yes"
"6147",37,"services","married","secondary","no",-24,"yes","no","unknown",27,"may",147,1,-1,0,"unknown","no"
"31853",23,"admin.","single","tertiary","no",314,"no","yes","cellular",8,"apr",142,4,-1,0,"unknown","yes"
"6912",28,"services","single","secondary","no",3331,"yes","no","unknown",28,"may",229,2,-1,0,"unknown","no"
"43049",34,"management","married","tertiary","no",271,"yes","no","cellular",15,"feb",308,1,94,4,"success","yes"
"16746",39,"blue-collar","married","secondary","no",334,"yes","no","telephone",24,"jul",575,4,-1,0,"unknown","no"
"8049",38,"blue-collar","married","primary","no",451,"yes","no","unknown",2,"jun",128,3,-1,0,"unknown","no"
"23090",37,"management","single","tertiary","no",-533,"no","no","cellular",26,"aug",234,4,-1,0,"unknown","no"
"39144",27,"management","single","tertiary","no",574,"yes","no","cellular",18,"may",196,3,-1,0,"unknown","no"
"14266",41,"technician","married","secondary","no",201,"no","yes","cellular",14,"jul",53,8,-1,0,"unknown","no"
"28596",48,"management","married","tertiary","no",998,"yes","no","cellular",29,"jan",121,3,-1,0,"unknown","no"
"20735",35,"technician","married","secondary","no",-180,"no","yes","cellular",13,"aug",823,2,-1,0,"unknown","yes"
"3116",46,"technician","married","secondary","no",1465,"yes","no","unknown",14,"may",86,2,-1,0,"unknown","no"
"44636",37,"management","married","tertiary","no",1113,"no","no","cellular",1,"sep",265,2,183,2,"success","yes"
"33985",43,"unemployed","divorced","secondary","no",1854,"no","no","cellular",30,"apr",323,1,-1,0,"unknown","yes"
"43719",50,"technician","divorced","secondary","no",0,"yes","no","cellular",14,"may",109,3,92,3,"failure","no"
"21106",45,"housemaid","married","primary","no",0,"no","no","cellular",14,"aug",195,2,-1,0,"unknown","no"
"18842",45,"technician","married","secondary","no",2433,"no","no","cellular",4,"aug",81,1,-1,0,"unknown","no"
"34595",36,"blue-collar","married","secondary","no",108,"yes","no","cellular",5,"may",348,1,-1,0,"unknown","no"
"5635",46,"admin.","married","secondary","no",-143,"yes","no","unknown",23,"may",1034,9,-1,0,"unknown","no"
"17573",40,"admin.","married","secondary","yes",94,"no","no","cellular",29,"jul",117,2,-1,0,"unknown","no"
"5564",28,"blue-collar","single","secondary","no",-303,"yes","no","unknown",23,"may",277,2,-1,0,"unknown","no"
"10017",39,"services","married","secondary","no",1367,"yes","no","unknown",9,"jun",53,4,-1,0,"unknown","no"
"1211",55,"blue-collar","single","tertiary","no",325,"yes","no","unknown",8,"may",693,1,-1,0,"unknown","no"
"24181",58,"management","married","tertiary","no",4152,"yes","no","telephone",14,"nov",160,1,-1,0,"unknown","yes"
"12310",38,"services","married","secondary","no",-140,"no","no","unknown",25,"jun",456,3,-1,0,"unknown","no"
"31158",26,"admin.","single","tertiary","no",313,"no","yes","cellular",26,"feb",210,2,-1,0,"unknown","yes"
"31054",33,"management","married","tertiary","no",1778,"no","no","cellular",12,"feb",388,1,-1,0,"unknown","yes"
"6271",37,"admin.","married","secondary","no",274,"yes","no","unknown",27,"may",731,3,-1,0,"unknown","yes"
"33104",42,"blue-collar","married","primary","no",1156,"yes","no","telephone",20,"apr",37,1,-1,0,"unknown","no"
"32378",48,"blue-collar","married","secondary","no",113,"yes","no","cellular",16,"apr",255,2,318,5,"other","no"
"39607",57,"self-employed","married","tertiary","no",350,"no","no","cellular",26,"may",132,6,112,3,"failure","no"
"33183",31,"blue-collar","married","secondary","no",1664,"yes","no","cellular",20,"apr",158,1,182,1,"success","no"
"20410",59,"management","married","tertiary","no",37,"no","no","cellular",12,"aug",64,9,-1,0,"unknown","no"
"24136",48,"management","divorced","tertiary","no",15,"no","no","unknown",6,"nov",88,1,-1,0,"unknown","no"
"12204",54,"unknown","married","unknown","no",2508,"no","no","unknown",20,"jun",34,8,-1,0,"unknown","no"
"33087",52,"technician","married","secondary","no",386,"no","no","cellular",20,"apr",438,1,-1,0,"unknown","yes"
"43742",53,"admin.","married","secondary","no",53,"yes","no","cellular",18,"may",387,1,-1,0,"unknown","yes"
"8029",35,"admin.","married","secondary","no",-488,"yes","no","unknown",2,"jun",97,4,-1,0,"unknown","no"
"43842",36,"technician","married","secondary","no",1368,"no","no","cellular",1,"jun",516,1,292,5,"failure","yes"
"23718",50,"blue-collar","married","primary","no",565,"yes","yes","cellular",28,"aug",36,3,-1,0,"unknown","no"
"42647",21,"student","single","secondary","no",71,"no","no","cellular",13,"jan",169,2,-1,0,"unknown","yes"
"4330",41,"technician","married","secondary","no",501,"yes","no","unknown",19,"may",579,5,-1,0,"unknown","yes"
"36020",46,"blue-collar","married","primary","no",0,"yes","no","telephone",11,"may",30,4,304,2,"other","no"
"32642",35,"services","married","secondary","no",195,"yes","no","cellular",17,"apr",203,1,-1,0,"unknown","no"
"36965",32,"management","single","tertiary","no",933,"yes","no","cellular",12,"may",147,4,307,1,"failure","no"
"17157",31,"management","single","tertiary","no",949,"yes","no","cellular",28,"jul",52,7,-1,0,"unknown","no"
"37227",31,"management","married","tertiary","no",623,"yes","no","cellular",13,"may",96,2,349,5,"failure","no"
"32968",40,"blue-collar","married","primary","no",119,"yes","no","cellular",17,"apr",795,3,147,2,"failure","no"
"30117",32,"management","single","tertiary","no",124,"no","no","cellular",4,"feb",87,2,-1,0,"unknown","no"
"41076",55,"retired","married","primary","no",16432,"no","no","cellular",14,"aug",482,2,-1,0,"unknown","no"
"1808",35,"management","divorced","tertiary","no",321,"yes","no","unknown",9,"may",189,1,-1,0,"unknown","no"
"43942",24,"technician","single","secondary","no",403,"no","no","unknown",17,"jun",247,1,-1,0,"unknown","yes"
"25375",50,"technician","divorced","secondary","no",2910,"no","yes","cellular",18,"nov",364,2,-1,0,"unknown","no"
"26912",45,"services","married","secondary","no",507,"no","yes","cellular",21,"nov",304,2,-1,0,"unknown","no"
"7852",46,"management","single","tertiary","no",2904,"yes","no","unknown",30,"may",984,2,-1,0,"unknown","yes"
"15339",59,"blue-collar","married","secondary","no",-139,"no","no","cellular",18,"jul",33,1,-1,0,"unknown","no"
"2257",42,"management","divorced","tertiary","no",1750,"yes","no","unknown",12,"may",248,2,-1,0,"unknown","no"
"17616",59,"retired","married","tertiary","no",2512,"no","no","cellular",29,"jul",167,4,-1,0,"unknown","no"
"42463",79,"retired","married","secondary","no",8304,"no","no","cellular",9,"dec",456,2,275,9,"success","yes"
"38726",35,"blue-collar","married","secondary","no",205,"yes","yes","cellular",15,"may",1313,7,312,1,"failure","yes"
"30310",33,"technician","single","unknown","no",10600,"no","no","cellular",5,"feb",202,1,267,2,"failure","no"
"41117",50,"technician","married","secondary","no",2218,"yes","no","cellular",17,"aug",711,1,-1,0,"unknown","yes"
"25544",35,"management","single","tertiary","no",578,"yes","no","cellular",19,"nov",112,1,-1,0,"unknown","no"
"16131",59,"housemaid","married","primary","no",0,"yes","no","cellular",22,"jul",186,2,-1,0,"unknown","no"
"5453",28,"blue-collar","single","secondary","no",369,"yes","no","unknown",23,"may",411,3,-1,0,"unknown","no"
"23162",30,"management","married","tertiary","no",20,"no","no","cellular",26,"aug",272,10,-1,0,"unknown","no"
"35511",23,"housemaid","married","tertiary","no",66,"yes","no","cellular",7,"may",1391,2,-1,0,"unknown","yes"
"42804",26,"technician","single","secondary","no",2002,"no","no","cellular",29,"jan",146,1,-1,0,"unknown","yes"
"29778",43,"admin.","married","secondary","no",0,"yes","no","cellular",4,"feb",175,1,-1,0,"unknown","no"
"31215",37,"technician","married","tertiary","no",549,"no","no","cellular",2,"mar",239,1,-1,0,"unknown","yes"
"31808",32,"management","single","tertiary","no",1781,"no","no","cellular",8,"apr",321,1,-1,0,"unknown","yes"
"36117",37,"services","married","secondary","no",217,"yes","no","cellular",11,"may",152,1,-1,0,"unknown","no"
"15598",25,"services","single","secondary","no",2311,"no","yes","cellular",21,"jul",1105,2,-1,0,"unknown","yes"
"22014",57,"housemaid","married","primary","no",0,"no","no","cellular",20,"aug",252,3,-1,0,"unknown","no"
"24071",45,"blue-collar","married","secondary","no",1144,"yes","no","unknown",22,"oct",676,1,-1,0,"unknown","yes"
"28285",32,"blue-collar","married","primary","no",634,"no","no","cellular",29,"jan",696,1,-1,0,"unknown","yes"
"14890",27,"admin.","divorced","secondary","no",451,"yes","no","cellular",16,"jul",652,1,-1,0,"unknown","yes"
"8754",23,"student","single","secondary","no",4409,"yes","no","unknown",4,"jun",299,1,-1,0,"unknown","no"
"5682",34,"blue-collar","married","primary","no",503,"yes","no","unknown",26,"may",120,2,-1,0,"unknown","no"
"2318",22,"housemaid","single","secondary","no",650,"yes","no","unknown",12,"may",181,4,-1,0,"unknown","no"
"6115",36,"services","single","secondary","no",203,"yes","no","unknown",27,"may",193,5,-1,0,"unknown","no"
"783",51,"services","divorced","secondary","no",-69,"yes","no","unknown",7,"may",216,3,-1,0,"unknown","no"
"36158",55,"services","married","secondary","no",761,"yes","no","telephone",11,"may",28,1,-1,0,"unknown","no"
"39374",31,"management","single","tertiary","no",12607,"no","no","cellular",22,"may",150,1,-1,0,"unknown","no"
"2991",57,"retired","married","secondary","no",3545,"yes","no","unknown",14,"may",138,2,-1,0,"unknown","no"
"32825",33,"blue-collar","divorced","unknown","yes",-274,"yes","yes","cellular",17,"apr",715,2,329,2,"failure","yes"
"44735",77,"retired","married","primary","no",1385,"no","no","telephone",8,"sep",160,4,-1,0,"unknown","no"
"2667",31,"technician","married","tertiary","no",0,"yes","yes","unknown",13,"may",164,2,-1,0,"unknown","no"
"27394",32,"blue-collar","single","secondary","no",1047,"no","no","cellular",21,"nov",89,2,-1,0,"unknown","no"
"12702",41,"services","married","secondary","no",650,"yes","no","cellular",7,"jul",149,5,-1,0,"unknown","no"
"45085",29,"blue-collar","single","tertiary","no",455,"no","no","cellular",22,"oct",542,4,148,3,"success","yes"
"39383",36,"technician","single","secondary","no",54,"no","no","cellular",22,"may",563,1,-1,0,"unknown","no"
"12228",45,"housemaid","divorced","tertiary","no",2098,"no","no","unknown",20,"jun",81,3,-1,0,"unknown","no"
"33482",38,"management","single","tertiary","no",1637,"yes","no","cellular",20,"apr",150,2,-1,0,"unknown","no"
"45087",38,"management","married","tertiary","no",536,"yes","no","cellular",22,"oct",234,1,92,1,"success","yes"
"22389",56,"management","married","tertiary","no",4889,"no","no","cellular",22,"aug",705,4,-1,0,"unknown","no"
"40153",30,"technician","single","tertiary","no",0,"yes","no","cellular",5,"jun",159,2,-1,0,"unknown","yes"
"28639",39,"blue-collar","divorced","secondary","no",33,"no","no","cellular",29,"jan",593,4,-1,0,"unknown","no"
"21232",54,"blue-collar","married","secondary","no",10,"yes","no","cellular",18,"aug",195,4,-1,0,"unknown","no"
"43748",62,"retired","married","secondary","no",3114,"no","no","cellular",18,"may",243,2,186,1,"success","yes"
"26599",59,"retired","married","secondary","no",6888,"no","no","telephone",20,"nov",1025,2,-1,0,"unknown","yes"
"25269",34,"admin.","single","tertiary","no",1199,"no","no","telephone",18,"nov",67,7,-1,0,"unknown","no"
"12362",44,"services","married","secondary","no",-618,"no","yes","unknown",27,"jun",198,2,-1,0,"unknown","no"
"39663",47,"admin.","divorced","secondary","no",2232,"no","no","cellular",27,"may",439,1,103,1,"success","yes"
"1618",56,"technician","single","primary","no",230,"yes","no","unknown",9,"may",122,4,-1,0,"unknown","no"
"30952",44,"admin.","divorced","secondary","no",432,"no","no","cellular",9,"feb",132,3,-1,0,"unknown","no"
"8019",46,"blue-collar","married","secondary","no",3696,"yes","no","unknown",2,"jun",161,2,-1,0,"unknown","no"
"4112",46,"management","married","tertiary","no",4301,"yes","yes","unknown",19,"may",134,2,-1,0,"unknown","no"
"9386",56,"management","married","tertiary","no",3039,"no","no","unknown",6,"jun",420,2,-1,0,"unknown","no"
"7217",46,"technician","married","secondary","no",1307,"yes","no","unknown",29,"may",404,1,-1,0,"unknown","no"
"15414",31,"admin.","single","secondary","no",622,"no","no","cellular",18,"jul",420,1,-1,0,"unknown","yes"
"24925",53,"technician","single","primary","no",481,"no","no","cellular",18,"nov",399,1,-1,0,"unknown","no"
"2355",48,"entrepreneur","married","secondary","no",86,"yes","no","unknown",13,"may",98,1,-1,0,"unknown","no"
"1562",43,"technician","divorced","secondary","no",177,"yes","no","unknown",8,"may",209,3,-1,0,"unknown","no"
"40673",53,"admin.","divorced","secondary","no",0,"yes","yes","cellular",6,"aug",1452,1,98,2,"failure","yes"
"15955",42,"technician","divorced","secondary","no",-263,"yes","no","cellular",22,"jul",307,1,-1,0,"unknown","no"
"41274",18,"student","single","unknown","no",3,"no","no","cellular",25,"aug",130,2,-1,0,"unknown","yes"
"36830",47,"blue-collar","married","secondary","no",802,"yes","yes","cellular",12,"may",289,2,-1,0,"unknown","yes"
"35122",35,"technician","single","tertiary","no",275,"yes","no","cellular",6,"may",157,3,254,5,"failure","no"
"33182",35,"technician","single","tertiary","no",1924,"yes","no","cellular",20,"apr",285,1,-1,0,"unknown","no"
"2320",39,"blue-collar","married","secondary","no",130,"yes","no","unknown",13,"may",141,6,-1,0,"unknown","no"
"16782",33,"management","married","tertiary","no",7,"yes","no","telephone",24,"jul",780,1,-1,0,"unknown","no"
"16596",51,"blue-collar","married","primary","no",603,"yes","no","cellular",24,"jul",853,2,-1,0,"unknown","yes"
"2931",41,"blue-collar","married","unknown","no",1057,"yes","no","unknown",14,"may",247,2,-1,0,"unknown","no"
"31061",26,"technician","single","tertiary","no",11862,"no","no","cellular",13,"feb",119,1,-1,0,"unknown","yes"
"4772",39,"blue-collar","married","primary","no",5,"yes","no","unknown",21,"may",167,1,-1,0,"unknown","no"
"44071",31,"student","single","secondary","no",3511,"no","no","cellular",2,"jul",667,1,-1,0,"unknown","yes"
"32092",53,"blue-collar","married","primary","no",1311,"no","no","telephone",14,"apr",61,3,-1,0,"unknown","no"
"35772",49,"services","single","secondary","no",1884,"yes","no","cellular",8,"may",43,1,-1,0,"unknown","no"
"28925",62,"technician","married","secondary","no",973,"no","no","cellular",2,"feb",326,1,-1,0,"unknown","yes"
"25866",35,"management","married","tertiary","no",16,"no","no","cellular",19,"nov",185,1,-1,0,"unknown","no"
"39479",28,"management","single","tertiary","no",957,"no","no","cellular",25,"may",915,2,-1,0,"unknown","yes"
"2378",38,"management","married","tertiary","no",119,"yes","no","unknown",13,"may",568,4,-1,0,"unknown","yes"
"18684",33,"technician","single","secondary","no",608,"no","no","cellular",31,"jul",58,4,-1,0,"unknown","no"
"44399",34,"admin.","married","tertiary","no",69,"no","yes","cellular",3,"aug",263,3,251,3,"success","yes"
"43090",27,"unknown","single","unknown","no",326,"no","no","cellular",22,"feb",326,1,-1,0,"unknown","yes"
