"year","age","maritl","race","education","jobclass","wage"
2004,35,"1. Never Married","2. Black","3. Some College","1. Industrial",131.652698654268
2006,34,"1. Never Married","2. Black","5. Advanced Degree",NA,309.5717712662
2007,22,"1. Never Married","1. White","2. HS Grad","1. Industrial",70.6610476694407
2007,47,"2. Married","1. White","2. HS Grad",NA,84.8520440937874
2004,59,"2. Married","1. White","2. HS Grad","1. Industrial",102.870246933215
2007,29,"1. Never Married","1. White","3. Some College","2. Information",103.90247060316
2006,32,"1. Never Married","1. White","1. < HS Grad","2. Information",NA
2003,49,"2. Married","1. White","4. College Grad","1. Industrial",128.680488220624
2009,30,"1. Never Married","1. White","3. Some College","2. Information",106.326864894674
2003,33,"1. Never Married","3. Asian","2. HS Grad","1. Industrial",99.2552868268562
2007,51,"2. Married","1. White","2. HS Grad","1. Industrial",133.232350826567
2003,37,"2. Married","1. White","2. HS Grad","1. Industrial",78.3924668009837
2003,46,"2. Married","1. White","3. Some College","1. Industrial",130.982177377461
2007,63,"2. Married","1. White","5. Advanced Degree","2. Information",109.833985642199
2005,41,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,40,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
2007,46,"2. Married","1. White","5. Advanced Degree","2. Information",281.745970551857
2005,45,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2008,48,"1. Never Married","1. White","4. College Grad","1. Industrial",200.543262324662
2007,28,"2. Married","1. White","3. Some College","2. Information",87.9810327856054
2009,65,"4. Divorced","2. Black","2. HS Grad","1. Industrial",NA
2005,50,"1. Never Married","1. White","2. HS Grad","1. Industrial",97.4932940453934
2008,53,NA,"1. White","2. HS Grad","1. Industrial",NA
2007,48,"2. Married","3. Asian","2. HS Grad","1. Industrial",95.6888119067371
2003,30,"2. Married","1. White","3. Some College","2. Information",109.833985642199
2006,37,"2. Married","1. White","2. HS Grad","2. Information",87.3874499713449
2004,51,"2. Married","1. White","4. College Grad","2. Information",88.8315691738134
2008,55,"2. Married","1. White","5. Advanced Degree","2. Information",166.324941233877
2004,35,"2. Married","1. White","2. HS Grad","2. Information",94.6956951317194
2006,33,"2. Married","1. White","2. HS Grad","1. Industrial",122.263673892802
2008,41,"4. Divorced","1. White",NA,"2. Information",NA
2003,34,"2. Married","1. White","5. Advanced Degree","2. Information",96.3706528322308
2006,33,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,49,"1. Never Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
2006,62,"2. Married","1. White","5. Advanced Degree","2. Information",73.7757432746946
2004,31,"1. Never Married","2. Black","1. < HS Grad","2. Information",109.833985642199
2007,43,"4. Divorced","1. White","1. < HS Grad","2. Information",NA
2008,43,"2. Married","2. Black","4. College Grad","2. Information",134.265677158654
2004,43,"1. Never Married","1. White","3. Some College","2. Information",91.6992261117042
2009,48,"2. Married","1. White","4. College Grad","2. Information",109.547296634249
2003,48,"2. Married","1. White","2. HS Grad","2. Information",70.4760196469445
2007,50,"2. Married","1. White","4. College Grad","2. Information",144.204738892859
2009,29,"1. Never Married","3. Asian","4. College Grad","2. Information",99.6894636984864
2004,52,"2. Married","1. White","3. Some College","2. Information",94.0727147457005
2004,46,"1. Never Married","1. White","2. HS Grad","2. Information",NA
2005,40,"1. Never Married","1. White","2. HS Grad","1. Industrial",94.0727147457005
2004,43,"2. Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
2006,54,"2. Married","1. White","2. HS Grad","1. Industrial",115.375038556391
2006,38,"1. Never Married","1. White","5. Advanced Degree","2. Information",107.903923866876
2004,32,"2. Married","1. White","3. Some College","1. Industrial",101.402052302992
2008,28,"1. Never Married","3. Asian","4. College Grad","2. Information",144.479422679423
2005,33,"1. Never Married","1. White","5. Advanced Degree","1. Industrial",145.143601176911
2004,44,"2. Married","1. White","5. Advanced Degree","1. Industrial",163.515863976238
2006,41,"2. Married","1. White","2. HS Grad","2. Information",NA
2005,31,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2007,48,NA,"1. White","4. College Grad","2. Information",NA
2007,50,"2. Married","2. Black","4. College Grad","1. Industrial",117.146816914805
2004,47,"2. Married","1. White","4. College Grad","1. Industrial",118.884359339886
2004,31,"2. Married","2. Black","2. HS Grad","1. Industrial",84.0459576539924
2008,40,"2. Married","1. White","2. HS Grad","1. Industrial",88.8164739741151
2009,54,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2004,24,"1. Never Married","2. Black","2. HS Grad","2. Information",NA
2005,34,"2. Married","1. White","2. HS Grad","2. Information",98.5993438603892
2003,65,"2. Married","1. White","4. College Grad","2. Information",87.9810327856054
2007,28,"2. Married","1. White","2. HS Grad","1. Industrial",109.642968140263
2008,30,"5. Separated","1. White","2. HS Grad","2. Information",NA
2009,45,"2. Married","1. White","3. Some College","1. Industrial",166.324941233877
2008,35,"5. Separated","1. White","4. College Grad","2. Information",NA
2005,46,"2. Married","4. Other","5. Advanced Degree","2. Information",145.143601176911
2003,47,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,71,"2. Married","1. White","2. HS Grad","1. Industrial",99.6916283970721
2003,39,"2. Married","1. White","3. Some College",NA,130.982177377461
2009,41,"1. Never Married","1. White","1. < HS Grad","1. Industrial",68.7480877337669
2007,33,"2. Married","1. White","2. HS Grad","1. Industrial",139.703071527658
2009,76,"4. Divorced","1. White","5. Advanced Degree","2. Information",NA
2009,20,"1. Never Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
2006,34,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
2003,26,"1. Never Married","1. White","4. College Grad","2. Information",99.6894636984864
2006,51,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
2003,25,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2006,62,"2. Married","1. White","3. Some College","1. Industrial",128.680488220624
2006,37,"2. Married","1. White","4. College Grad","1. Industrial",180.779952229859
2009,37,"1. Never Married","2. Black","3. Some College","1. Industrial",94.0727147457005
2007,32,"2. Married","1. White","3. Some College","1. Industrial",89.4924795180001
2007,55,"2. Married","1. White","3. Some College","1. Industrial",130.220832358777
2009,36,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2006,39,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,46,"2. Married","1. White","4. College Grad","2. Information",185.283317088498
2007,48,"2. Married","1. White","4. College Grad","2. Information",128.680488220624
2005,34,"4. Divorced","1. White","4. College Grad","2. Information",NA
2004,39,"2. Married","1. White","3. Some College","2. Information",106.921814091211
2005,50,"2. Married","1. White","5. Advanced Degree","1. Industrial",115.375038556391
2006,54,"2. Married","1. White","3. Some College","2. Information",91.6992261117042
2007,60,"2. Married","1. White","4. College Grad","1. Industrial",148.413159102577
2007,48,"1. Never Married","1. White","5. Advanced Degree","2. Information",111.720849360989
2007,47,"2. Married","1. White","4. College Grad","1. Industrial",126.323880709786
2004,20,"1. Never Married","1. White","2. HS Grad","1. Industrial",65.1108537153447
2003,60,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,37,"1. Never Married","1. White","4. College Grad","2. Information",54.5981500331442
2003,46,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
2003,54,"2. Married","1. White","3. Some College","2. Information",72.4793162971252
2006,51,"2. Married","1. White","4. College Grad","2. Information",130.982177377461
2009,32,"1. Never Married","2. Black","2. HS Grad","1. Industrial",91.6992261117042
2006,35,"2. Married","1. White","4. College Grad","2. Information",154.68529299563
2003,46,"2. Married","1. White","2. HS Grad","2. Information",114.475713290347
2008,38,"2. Married","2. Black","1. < HS Grad","1. Industrial",NA
2005,62,"2. Married","2. Black","2. HS Grad","2. Information",80.5731997057359
2003,47,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,28,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",NA
2007,61,"2. Married","1. White","4. College Grad","2. Information",145.143601176911
2003,26,"1. Never Married","1. White","4. College Grad","2. Information",94.0727147457005
2006,49,"2. Married","1. White","2. HS Grad","1. Industrial",127.115743812184
2009,28,"2. Married","1. White","2. HS Grad","2. Information",113.567089569751
2003,61,"2. Married","1. White","2. HS Grad","2. Information",101.595538208147
2003,42,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
2009,31,"2. Married","1. White","5. Advanced Degree","1. Industrial",127.115743812184
2009,50,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
2005,44,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2007,46,"2. Married","2. Black","2. HS Grad","2. Information",318.342430056529
2006,54,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,40,"4. Divorced","1. White","2. HS Grad","2. Information",NA
2005,38,"2. Married","1. White","2. HS Grad","1. Industrial",87.8535469003831
2006,43,"2. Married","1. White","5. Advanced Degree","2. Information",184.167135799587
2009,43,"1. Never Married","2. Black","2. HS Grad","1. Industrial",NA
2004,30,"2. Married","1. White","3. Some College","2. Information",95.2307125669819
2005,58,"2. Married","1. White","5. Advanced Degree","2. Information",59.0970640815891
2007,60,"2. Married","3. Asian","4. College Grad","1. Industrial",118.884359339886
2004,45,"2. Married","1. White","5. Advanced Degree","1. Industrial",130.982177377461
2008,47,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
2005,47,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2003,59,"4. Divorced","1. White","3. Some College","2. Information",NA
2006,36,"2. Married","1. White","3. Some College","2. Information",83.3213415447885
2008,39,"1. Never Married","1. White","5. Advanced Degree","2. Information",118.884359339886
2004,40,"2. Married","3. Asian","1. < HS Grad","2. Information",105.927810775063
2003,42,"2. Married","1. White","2. HS Grad","2. Information",85.3839403789827
2009,29,"1. Never Married","1. White","5. Advanced Degree","2. Information",73.7757432746946
2005,38,"2. Married","1. White","4. College Grad","2. Information",NA
2003,58,"2. Married","2. Black","3. Some College","1. Industrial",123.089699847943
2004,18,"1. Never Married","1. White","2. HS Grad","1. Industrial",55.9974338324572
2004,35,"2. Married","1. White","4. College Grad","1. Industrial",141.77517233318
2008,30,"2. Married","3. Asian","5. Advanced Degree","2. Information",154.072997206315
2003,48,"2. Married","1. White","3. Some College","1. Industrial",NA
2004,27,"2. Married","1. White","4. College Grad","1. Industrial",114.475713290347
2005,40,"2. Married","1. White","3. Some College","2. Information",120.926701544426
2007,34,"2. Married","1. White","5. Advanced Degree","2. Information",97.4932940453934
2004,54,"2. Married","1. White","2. HS Grad","2. Information",141.77517233318
2006,20,"1. Never Married","2. Black","2. HS Grad","2. Information",75.0431540173515
2005,50,"2. Married","1. White","2. HS Grad","1. Industrial",89.4924795180001
2009,42,"2. Married","1. White","5. Advanced Degree","2. Information",198.350290464385
2008,45,"2. Married","2. Black","3. Some College","2. Information",65.2614390229193
2003,59,"2. Married","1. White","3. Some College","1. Industrial",107.903923866876
2003,44,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2005,67,"4. Divorced","1. White","4. College Grad","2. Information",NA
2007,26,"1. Never Married","2. Black","4. College Grad","1. Industrial",76.8936025176112
2007,40,"2. Married","1. White","5. Advanced Degree","2. Information",140.398200161944
2004,42,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
2005,NA,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
2005,43,"2. Married","1. White","3. Some College","1. Industrial",140.398200161944
2004,34,"1. Never Married","1. White","2. HS Grad","2. Information",79.8549003093467
2004,44,"4. Divorced","2. Black","2. HS Grad","2. Information",NA
2003,53,"2. Married","1. White","3. Some College","1. Industrial",268.266292012557
2003,54,"2. Married","1. White","5. Advanced Degree","2. Information",124.720446242886
2008,55,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
2009,30,"1. Never Married","3. Asian","5. Advanced Degree","1. Industrial",118.884359339886
2004,48,"2. Married","1. White","5. Advanced Degree","2. Information",176.989650489877
2003,48,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
2008,30,"2. Married","3. Asian","5. Advanced Degree","2. Information",127.115743812184
2006,38,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2005,25,"2. Married","1. White","3. Some College","1. Industrial",91.6992261117042
2009,59,"3. Widowed","2. Black","2. HS Grad","2. Information",104.921506533664
2004,38,"2. Married","1. White","5. Advanced Degree","2. Information",272.294783220064
2003,40,"2. Married","1. White","4. College Grad","2. Information",268.266292012557
2007,36,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
2008,60,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
2005,40,"2. Married","3. Asian","4. College Grad","2. Information",123.089699847943
2003,28,"2. Married","1. White","3. Some College","2. Information",118.884359339886
